Alter;Beruf;Familienstand;Ausbildung;Ausgefallen;Kontostand;Eigentum;Darlehen;Dauer;Label
33;unbekannt;ledig;Hochschulabschluss;0;2294;1;0;81;0
56;Angestellter;geschieden;Allgemeine Hochschulreife;0;2780;1;0;81;0
28;Techniker;verheiratet;Hochschulabschluss;0;2925;1;0;81;0
55;unbekannt;verheiratet;Hochschulabschluss;0;2960;1;0;81;0
48;Beamter;ledig;Allgemeine Hochschulreife;0;3531;1;0;81;0
54;Arbeitslos;ledig;Allgemeine Hochschulreife;0;3611;1;0;81;0
53;unbekannt;ledig;Allgemeine Hochschulreife;0;5558;1;0;81;0
42;Servicekraft;verheiratet;Allgemeine Hochschulreife;0;6754;0;1;81;0
52;Angestellter;verheiratet;Allgemeine Hochschulreife;0;8180;1;0;81;0
47;Angestellter;ledig;Mittlere Reife;0;10558;1;0;81;1
38;unbekannt;verheiratet;Hochschulabschluss;0;-1884;1;0;82;0
53;Beamter;verheiratet;Allgemeine Hochschulreife;0;-1601;0;1;82;0
49;Angestellter;geschieden;Allgemeine Hochschulreife;0;-464;1;0;82;0
55;Angestellter;verheiratet;unbekannt;0;-361;1;0;82;0
33;unbekannt;geschieden;Hochschulabschluss;0;-255;1;1;82;0
55;Techniker;verheiratet;Allgemeine Hochschulreife;0;-14;1;0;82;0
42;Angestellter;verheiratet;Allgemeine Hochschulreife;0;0;1;0;82;0
32;Angestellter;verheiratet;Mittlere Reife;0;0;1;1;82;0
26;Angestellter;ledig;Allgemeine Hochschulreife;0;0;1;0;82;0
27;Student;ledig;Hochschulabschluss;0;0;0;0;82;1
32;Beamter;geschieden;Allgemeine Hochschulreife;1;5;1;1;82;0
29;Servicekraft;ledig;Allgemeine Hochschulreife;0;31;1;0;82;0
38;Techniker;verheiratet;Hochschulabschluss;0;52;1;0;82;0
63;Rentner;ledig;Hochschulabschluss;0;70;0;0;82;0
27;Techniker;ledig;Allgemeine Hochschulreife;0;90;0;0;82;0
37;Techniker;verheiratet;Allgemeine Hochschulreife;0;146;1;1;82;0
28;Beamter;verheiratet;Allgemeine Hochschulreife;0;147;1;1;82;0
32;unbekannt;ledig;Hochschulabschluss;0;156;1;0;82;0
49;Beamter;verheiratet;Mittlere Reife;0;169;1;0;82;0
45;Rentner;geschieden;Allgemeine Hochschulreife;0;187;1;0;82;0
42;Angestellter;verheiratet;Mittlere Reife;0;208;1;0;82;0
31;Beamter;ledig;Hochschulabschluss;0;253;1;0;82;0
37;Techniker;ledig;Allgemeine Hochschulreife;0;300;0;0;82;0
53;Techniker;verheiratet;Mittlere Reife;0;311;0;0;82;0
36;Selbständig;ledig;Hochschulabschluss;0;351;0;0;82;0
50;unbekannt;geschieden;Hochschulabschluss;0;405;0;0;82;0
51;Techniker;verheiratet;unbekannt;0;413;1;0;82;0
52;Beamter;verheiratet;Mittlere Reife;0;448;1;0;82;0
57;Rentner;verheiratet;Allgemeine Hochschulreife;0;479;0;0;82;0
30;Beamter;verheiratet;Allgemeine Hochschulreife;0;490;1;0;82;0
26;Student;ledig;Allgemeine Hochschulreife;0;502;1;0;82;0
28;Angestellter;verheiratet;Mittlere Reife;0;519;1;0;82;0
31;Student;ledig;unbekannt;0;643;0;0;82;0
32;Beamter;verheiratet;Allgemeine Hochschulreife;0;752;1;0;82;0
29;unbekannt;verheiratet;Hochschulabschluss;0;760;0;1;82;0
52;Angestellter;verheiratet;Mittlere Reife;0;768;0;0;82;0
52;Beamter;ledig;unbekannt;0;872;1;0;82;0
53;Hausgehilfin;verheiratet;Mittlere Reife;1;945;0;0;82;0
32;Techniker;verheiratet;Allgemeine Hochschulreife;0;950;1;0;82;0
30;Selbständig;verheiratet;Hochschulabschluss;0;1036;1;1;82;0
31;unbekannt;ledig;Hochschulabschluss;0;1073;1;0;82;0
44;unbekannt;verheiratet;Allgemeine Hochschulreife;0;1103;0;0;82;0
31;Angestellter;ledig;Allgemeine Hochschulreife;0;1124;1;0;82;0
58;Beamter;verheiratet;Allgemeine Hochschulreife;0;1142;0;0;82;0
35;Beamter;verheiratet;Hochschulabschluss;0;1145;1;0;82;0
53;Hausgehilfin;verheiratet;Allgemeine Hochschulreife;0;1182;1;0;82;0
31;Techniker;ledig;Allgemeine Hochschulreife;0;1188;1;0;82;0
43;unbekannt;verheiratet;Hochschulabschluss;0;1336;1;1;82;0
40;Freiberufler;verheiratet;Allgemeine Hochschulreife;0;1349;0;0;82;0
44;Angestellter;verheiratet;Allgemeine Hochschulreife;0;1495;1;0;82;0
55;Rentner;geschieden;Allgemeine Hochschulreife;0;1580;0;1;82;0
39;unbekannt;verheiratet;Allgemeine Hochschulreife;0;1585;1;0;82;0
27;Beamter;verheiratet;Allgemeine Hochschulreife;0;1596;0;0;82;1
51;Arbeitslos;verheiratet;Hochschulabschluss;0;1801;0;0;82;0
53;Beamter;ledig;Allgemeine Hochschulreife;0;1958;0;0;82;0
39;Techniker;geschieden;Allgemeine Hochschulreife;0;1972;1;0;82;0
47;Angestellter;ledig;Allgemeine Hochschulreife;0;1976;0;1;82;0
57;unbekannt;verheiratet;Allgemeine Hochschulreife;0;2155;0;1;82;0
52;Beamter;verheiratet;Mittlere Reife;0;2281;1;1;82;0
29;Selbständig;verheiratet;Hochschulabschluss;0;2305;0;0;82;0
41;Angestellter;geschieden;Allgemeine Hochschulreife;0;2540;1;0;82;0
48;Angestellter;verheiratet;Allgemeine Hochschulreife;0;2697;1;1;82;0
46;Angestellter;verheiratet;Hochschulabschluss;0;3745;0;0;82;0
51;Techniker;verheiratet;Allgemeine Hochschulreife;0;3899;1;1;82;0
30;Angestellter;verheiratet;Allgemeine Hochschulreife;0;4389;1;0;82;0
38;Techniker;ledig;Allgemeine Hochschulreife;0;8381;0;0;82;0
36;Beamter;ledig;Allgemeine Hochschulreife;0;-207;0;0;83;0
39;Techniker;verheiratet;Allgemeine Hochschulreife;0;0;1;1;83;0
24;Angestellter;verheiratet;Allgemeine Hochschulreife;0;0;1;0;83;0
36;Beamter;verheiratet;Allgemeine Hochschulreife;0;0;1;0;83;0
33;unbekannt;verheiratet;Hochschulabschluss;0;0;1;1;83;0
46;unbekannt;verheiratet;Hochschulabschluss;0;0;0;0;83;0
50;unbekannt;verheiratet;Hochschulabschluss;0;29;1;0;83;0
29;unbekannt;verheiratet;Hochschulabschluss;0;30;0;0;83;0
49;Selbständig;verheiratet;Hochschulabschluss;0;99;1;1;83;0
33;Beamter;ledig;Hochschulabschluss;0;102;0;0;83;0
37;Beamter;ledig;Allgemeine Hochschulreife;0;127;0;0;83;0
27;Servicekraft;ledig;Hochschulabschluss;0;128;0;0;83;0
36;Beamter;verheiratet;Allgemeine Hochschulreife;0;131;1;0;83;0
48;Beamter;geschieden;Allgemeine Hochschulreife;0;162;1;0;83;0
40;Beamter;ledig;Allgemeine Hochschulreife;0;178;1;0;83;0
60;Hausgehilfin;verheiratet;Mittlere Reife;0;182;0;0;83;0
47;Selbständig;verheiratet;Allgemeine Hochschulreife;0;318;0;0;83;0
37;Techniker;verheiratet;Allgemeine Hochschulreife;0;318;0;0;83;0
56;Selbständig;verheiratet;Hochschulabschluss;0;350;0;0;83;0
33;unbekannt;verheiratet;Allgemeine Hochschulreife;0;369;0;0;83;0
34;Angestellter;ledig;Allgemeine Hochschulreife;0;381;1;0;83;0
38;Angestellter;verheiratet;Allgemeine Hochschulreife;0;395;1;0;83;0
33;unbekannt;ledig;Hochschulabschluss;0;417;1;0;83;0
41;Angestellter;verheiratet;Allgemeine Hochschulreife;0;424;1;0;83;0
28;Student;ledig;Allgemeine Hochschulreife;0;459;0;0;83;0
45;Beamter;geschieden;Allgemeine Hochschulreife;0;479;0;0;83;0
32;Techniker;verheiratet;Allgemeine Hochschulreife;0;484;1;0;83;1
30;Beamter;ledig;Allgemeine Hochschulreife;0;523;0;1;83;1
35;unbekannt;verheiratet;Hochschulabschluss;0;656;1;1;83;0
34;Angestellter;verheiratet;Mittlere Reife;0;698;1;0;83;0
46;Techniker;geschieden;Allgemeine Hochschulreife;0;741;1;0;83;0
33;Angestellter;verheiratet;Allgemeine Hochschulreife;0;780;1;0;83;0
66;Hausgehilfin;verheiratet;Mittlere Reife;0;922;0;0;83;0
40;Beamter;ledig;Allgemeine Hochschulreife;0;956;1;0;83;0
31;unbekannt;ledig;Hochschulabschluss;0;1017;0;0;83;0
59;Arbeitslos;verheiratet;Allgemeine Hochschulreife;0;1047;0;0;83;1
36;Beamter;geschieden;Allgemeine Hochschulreife;0;1089;1;0;83;0
52;Beamter;verheiratet;Allgemeine Hochschulreife;0;1113;0;1;83;0
30;Freiberufler;geschieden;Hochschulabschluss;0;1192;0;0;83;0
46;unbekannt;verheiratet;Hochschulabschluss;0;1217;1;0;83;0
49;unbekannt;geschieden;Hochschulabschluss;0;1253;1;0;83;0
54;Selbständig;geschieden;Hochschulabschluss;0;1323;0;0;83;0
30;Servicekraft;verheiratet;Allgemeine Hochschulreife;0;1808;1;0;83;0
35;Techniker;verheiratet;Allgemeine Hochschulreife;0;2019;1;1;83;0
46;Servicekraft;verheiratet;Allgemeine Hochschulreife;0;2202;1;0;83;0
43;unbekannt;geschieden;Hochschulabschluss;0;2367;0;0;83;1
54;unbekannt;verheiratet;Hochschulabschluss;0;2960;1;0;83;0
55;Servicekraft;verheiratet;Allgemeine Hochschulreife;0;2990;1;0;83;0
33;Angestellter;ledig;Hochschulabschluss;0;3446;1;0;83;0
24;Student;ledig;Allgemeine Hochschulreife;0;4126;0;0;83;0
53;Servicekraft;ledig;Allgemeine Hochschulreife;0;4778;1;0;83;0
34;Servicekraft;verheiratet;Allgemeine Hochschulreife;0;4962;1;1;83;0
39;Techniker;ledig;Hochschulabschluss;0;5803;0;0;83;0
53;unbekannt;geschieden;Hochschulabschluss;0;6649;1;0;83;0
36;Techniker;verheiratet;Allgemeine Hochschulreife;0;15485;0;0;83;1
28;Techniker;verheiratet;Allgemeine Hochschulreife;0;-579;1;1;84;0
59;Beamter;ledig;Allgemeine Hochschulreife;0;-423;1;1;84;0
34;Angestellter;ledig;Allgemeine Hochschulreife;1;-60;0;0;84;0
22;Angestellter;ledig;Allgemeine Hochschulreife;0;-7;1;0;84;0
38;Selbständig;geschieden;Allgemeine Hochschulreife;0;0;1;0;84;0
37;unbekannt;verheiratet;Hochschulabschluss;0;0;1;0;84;0
38;Angestellter;ledig;Mittlere Reife;0;0;1;1;84;0
38;Angestellter;ledig;Allgemeine Hochschulreife;0;0;1;0;84;0
36;unbekannt;verheiratet;Hochschulabschluss;0;1;1;1;84;0
35;Arbeitslos;ledig;Allgemeine Hochschulreife;0;9;1;0;84;0
53;unbekannt;verheiratet;Hochschulabschluss;0;57;0;1;84;0
34;Selbständig;ledig;Hochschulabschluss;0;90;0;0;84;0
23;Student;ledig;Allgemeine Hochschulreife;0;107;0;0;84;1
39;Techniker;verheiratet;Allgemeine Hochschulreife;0;133;1;0;84;0
33;Beamter;verheiratet;Allgemeine Hochschulreife;0;139;1;1;84;0
53;Selbständig;verheiratet;Hochschulabschluss;0;167;1;0;84;0
33;Selbständig;verheiratet;Hochschulabschluss;0;210;1;0;84;0
43;unbekannt;verheiratet;Hochschulabschluss;0;228;1;0;84;0
55;Techniker;verheiratet;Allgemeine Hochschulreife;0;273;1;0;84;0
35;Student;ledig;Allgemeine Hochschulreife;0;278;0;0;84;0
43;Selbständig;verheiratet;Hochschulabschluss;1;310;1;0;84;0
46;Techniker;verheiratet;Hochschulabschluss;0;342;1;1;84;0
29;Beamter;ledig;Allgemeine Hochschulreife;0;405;1;0;84;0
40;Angestellter;verheiratet;Mittlere Reife;0;418;0;0;84;0
51;Beamter;verheiratet;Allgemeine Hochschulreife;0;423;1;1;84;0
34;unbekannt;verheiratet;Hochschulabschluss;0;498;1;0;84;0
46;Servicekraft;verheiratet;Allgemeine Hochschulreife;0;561;1;0;84;0
32;Selbständig;ledig;Hochschulabschluss;0;562;1;1;84;0
26;unbekannt;ledig;Allgemeine Hochschulreife;0;651;0;1;84;0
32;Beamter;verheiratet;Hochschulabschluss;0;653;0;0;84;1
39;Angestellter;verheiratet;Allgemeine Hochschulreife;0;661;1;0;84;0
45;unbekannt;verheiratet;Hochschulabschluss;0;786;0;0;84;1
27;unbekannt;ledig;Allgemeine Hochschulreife;0;924;1;0;84;0
38;Arbeitslos;verheiratet;Allgemeine Hochschulreife;0;995;0;0;84;0
33;unbekannt;verheiratet;Hochschulabschluss;0;1071;0;0;84;0
33;Selbständig;ledig;Hochschulabschluss;0;1129;1;0;84;0
64;Rentner;verheiratet;Allgemeine Hochschulreife;0;1220;0;0;84;0
35;Beamter;ledig;Allgemeine Hochschulreife;0;1537;1;0;84;0
33;Freiberufler;ledig;Allgemeine Hochschulreife;0;1808;0;0;84;0
22;Student;ledig;Allgemeine Hochschulreife;0;1925;0;0;84;0
33;Beamter;verheiratet;Allgemeine Hochschulreife;0;2468;1;1;84;0
61;Rentner;verheiratet;Mittlere Reife;0;2686;0;0;84;0
27;unbekannt;ledig;Hochschulabschluss;0;2802;1;0;84;0
30;Techniker;ledig;Hochschulabschluss;0;3086;1;0;84;0
53;unbekannt;verheiratet;Hochschulabschluss;0;3105;1;1;84;0
58;Rentner;verheiratet;Mittlere Reife;0;3401;1;0;84;0
40;Techniker;geschieden;Allgemeine Hochschulreife;0;5674;1;0;84;0
46;Techniker;ledig;Allgemeine Hochschulreife;0;5862;0;0;84;1
59;unbekannt;verheiratet;Allgemeine Hochschulreife;0;7623;1;0;84;0
34;Angestellter;ledig;Allgemeine Hochschulreife;0;19833;1;0;84;1
47;Techniker;verheiratet;Hochschulabschluss;1;-813;1;1;85;0
43;Angestellter;geschieden;Allgemeine Hochschulreife;0;-447;1;0;85;0
41;unbekannt;verheiratet;Hochschulabschluss;0;-412;1;0;85;0
45;Freiberufler;verheiratet;Allgemeine Hochschulreife;0;-264;0;0;85;0
29;Techniker;ledig;Allgemeine Hochschulreife;0;-219;1;0;85;0
30;Servicekraft;ledig;Allgemeine Hochschulreife;0;-143;1;0;85;0
33;Beamter;ledig;Allgemeine Hochschulreife;0;0;1;0;85;0
51;Angestellter;verheiratet;Mittlere Reife;0;0;0;0;85;0
47;Beamter;verheiratet;unbekannt;0;0;1;0;85;0
39;Techniker;geschieden;Allgemeine Hochschulreife;0;0;1;1;85;0
48;Beamter;verheiratet;unbekannt;0;0;1;0;85;0
61;unbekannt;verheiratet;Hochschulabschluss;0;0;1;1;85;0
48;unbekannt;verheiratet;Hochschulabschluss;0;0;1;0;85;0
61;Arbeitslos;verheiratet;Mittlere Reife;0;1;0;0;85;0
29;Beamter;ledig;Allgemeine Hochschulreife;0;2;0;0;85;0
55;Hausgehilfin;verheiratet;Mittlere Reife;0;4;0;0;85;0
31;Student;ledig;Hochschulabschluss;0;25;1;0;85;0
52;Angestellter;verheiratet;Mittlere Reife;0;28;1;0;85;0
20;Student;ledig;Allgemeine Hochschulreife;0;29;0;0;85;0
50;unbekannt;verheiratet;Allgemeine Hochschulreife;0;42;1;0;85;0
30;Servicekraft;ledig;Allgemeine Hochschulreife;0;101;1;0;85;0
28;Student;ledig;Hochschulabschluss;0;118;0;0;85;0
46;Beamter;ledig;Allgemeine Hochschulreife;0;148;1;0;85;0
32;Techniker;verheiratet;Allgemeine Hochschulreife;0;169;1;0;85;0
39;unbekannt;verheiratet;Hochschulabschluss;0;272;1;0;85;0
44;Angestellter;verheiratet;Mittlere Reife;0;279;1;0;85;0
38;Beamter;verheiratet;Hochschulabschluss;0;293;0;0;85;0
54;unbekannt;geschieden;Hochschulabschluss;0;427;1;1;85;0
47;Techniker;geschieden;unbekannt;0;442;1;0;85;0
37;Techniker;verheiratet;Allgemeine Hochschulreife;0;474;1;0;85;0
24;Student;ledig;Allgemeine Hochschulreife;0;493;1;0;85;0
55;unbekannt;verheiratet;Hochschulabschluss;0;496;0;0;85;0
39;Angestellter;verheiratet;Allgemeine Hochschulreife;0;648;1;0;85;0
48;Angestellter;verheiratet;Allgemeine Hochschulreife;0;750;0;0;85;0
56;Techniker;ledig;Allgemeine Hochschulreife;0;751;1;0;85;0
58;Techniker;verheiratet;Allgemeine Hochschulreife;0;760;1;0;85;0
40;Beamter;verheiratet;Hochschulabschluss;0;764;1;0;85;1
35;Beamter;ledig;Hochschulabschluss;0;777;0;1;85;0
47;Beamter;geschieden;Hochschulabschluss;0;846;1;0;85;0
35;Beamter;ledig;Allgemeine Hochschulreife;0;847;1;0;85;0
37;Beamter;ledig;Allgemeine Hochschulreife;0;862;0;0;85;0
55;Beamter;verheiratet;Allgemeine Hochschulreife;0;865;1;0;85;0
29;Beamter;geschieden;Allgemeine Hochschulreife;0;883;0;1;85;0
25;Student;ledig;Allgemeine Hochschulreife;0;1116;1;0;85;0
25;unbekannt;ledig;Hochschulabschluss;0;1259;0;0;85;0
41;Beamter;verheiratet;Allgemeine Hochschulreife;0;1395;1;1;85;0
25;Arbeitslos;verheiratet;Allgemeine Hochschulreife;0;1404;1;0;85;0
55;Angestellter;verheiratet;Mittlere Reife;0;1470;0;0;85;0
54;Freiberufler;verheiratet;Hochschulabschluss;0;1544;0;1;85;0
40;Freiberufler;verheiratet;Hochschulabschluss;0;1729;1;0;85;0
59;Angestellter;verheiratet;Allgemeine Hochschulreife;0;2605;0;0;85;0
59;Angestellter;verheiratet;Mittlere Reife;0;3302;0;0;85;0
55;unbekannt;verheiratet;Hochschulabschluss;0;3567;0;0;85;0
33;Techniker;verheiratet;Allgemeine Hochschulreife;0;3572;1;0;85;0
44;Selbständig;verheiratet;Hochschulabschluss;0;4411;1;0;85;0
32;Servicekraft;ledig;Allgemeine Hochschulreife;0;6857;0;0;85;0
45;unbekannt;verheiratet;Hochschulabschluss;0;7620;1;0;85;0
54;Techniker;geschieden;Allgemeine Hochschulreife;0;-191;0;0;86;0
35;Techniker;verheiratet;Hochschulabschluss;0;0;1;1;86;0
36;unbekannt;verheiratet;Hochschulabschluss;0;0;1;0;86;0
53;Beamter;verheiratet;Mittlere Reife;0;0;1;0;86;0
30;Beamter;verheiratet;Allgemeine Hochschulreife;0;0;0;0;86;0
33;Beamter;verheiratet;Allgemeine Hochschulreife;0;0;0;0;86;0
47;Beamter;verheiratet;Allgemeine Hochschulreife;0;0;0;1;86;0
40;Angestellter;verheiratet;Allgemeine Hochschulreife;0;5;0;0;86;0
38;Techniker;verheiratet;Allgemeine Hochschulreife;0;10;0;0;86;0
26;Angestellter;ledig;Mittlere Reife;0;17;1;0;86;0
19;Student;ledig;unbekannt;0;27;0;0;86;0
45;Techniker;ledig;Allgemeine Hochschulreife;0;29;1;0;86;0
33;unbekannt;geschieden;Hochschulabschluss;0;47;0;0;86;0
37;unbekannt;verheiratet;Allgemeine Hochschulreife;0;66;1;0;86;0
64;Hausgehilfin;verheiratet;Mittlere Reife;0;67;0;0;86;0
53;Freiberufler;verheiratet;Hochschulabschluss;0;71;0;1;86;0
30;Beamter;ledig;Allgemeine Hochschulreife;0;72;0;0;86;0
33;Beamter;verheiratet;Hochschulabschluss;0;88;1;1;86;0
36;Techniker;verheiratet;Hochschulabschluss;0;99;1;1;86;0
30;Beamter;verheiratet;Allgemeine Hochschulreife;0;111;0;1;86;0
38;Angestellter;ledig;Allgemeine Hochschulreife;0;238;1;0;86;0
36;Servicekraft;verheiratet;Allgemeine Hochschulreife;0;257;1;0;86;0
54;Angestellter;verheiratet;Mittlere Reife;0;258;0;0;86;0
30;Servicekraft;ledig;Allgemeine Hochschulreife;0;268;0;0;86;0
41;Angestellter;verheiratet;Allgemeine Hochschulreife;0;306;1;0;86;0
31;unbekannt;ledig;Hochschulabschluss;0;307;0;0;86;0
46;Angestellter;verheiratet;Allgemeine Hochschulreife;0;345;1;1;86;0
30;Beamter;verheiratet;Allgemeine Hochschulreife;0;482;0;0;86;0
44;Angestellter;verheiratet;Allgemeine Hochschulreife;0;500;1;0;86;0
39;Techniker;verheiratet;Allgemeine Hochschulreife;0;505;0;0;86;0
33;Servicekraft;ledig;unbekannt;0;523;1;0;86;1
56;unbekannt;ledig;Hochschulabschluss;0;545;1;0;86;0
29;unbekannt;ledig;Hochschulabschluss;0;559;0;0;86;0
32;unbekannt;ledig;Hochschulabschluss;0;593;1;0;86;0
48;unbekannt;verheiratet;Hochschulabschluss;0;612;0;0;86;0
56;Arbeitslos;verheiratet;Allgemeine Hochschulreife;0;670;0;0;86;0
33;Servicekraft;ledig;Hochschulabschluss;0;692;0;0;86;0
41;Beamter;verheiratet;Allgemeine Hochschulreife;0;752;0;1;86;0
25;Arbeitslos;ledig;Allgemeine Hochschulreife;0;771;0;0;86;0
35;Beamter;verheiratet;Hochschulabschluss;0;948;1;0;86;0
38;unbekannt;verheiratet;Hochschulabschluss;0;1066;1;0;86;0
47;Arbeitslos;verheiratet;Hochschulabschluss;0;1172;0;1;86;0
34;Angestellter;verheiratet;Allgemeine Hochschulreife;0;1226;1;0;86;0
24;Techniker;ledig;Allgemeine Hochschulreife;0;1298;0;0;86;0
32;unbekannt;ledig;Hochschulabschluss;0;1831;1;0;86;0
35;unbekannt;verheiratet;Hochschulabschluss;0;2088;1;0;86;0
42;Angestellter;verheiratet;Mittlere Reife;0;2111;1;0;86;0
39;Techniker;verheiratet;Allgemeine Hochschulreife;0;2266;0;0;86;0
36;Techniker;verheiratet;Mittlere Reife;0;3350;1;0;86;0
30;Beamter;ledig;Allgemeine Hochschulreife;0;4925;1;0;86;0
57;Servicekraft;verheiratet;Allgemeine Hochschulreife;0;5486;1;0;86;0
36;Arbeitslos;verheiratet;Hochschulabschluss;0;7222;1;0;86;0
34;unbekannt;ledig;Hochschulabschluss;0;7263;1;0;86;0
51;Angestellter;verheiratet;Allgemeine Hochschulreife;0;8180;1;0;86;0
51;unbekannt;geschieden;Allgemeine Hochschulreife;0;10834;1;0;86;1
59;Angestellter;verheiratet;Mittlere Reife;0;11066;0;0;86;0
55;unbekannt;ledig;Hochschulabschluss;0;-350;0;0;87;0
30;Angestellter;ledig;Allgemeine Hochschulreife;0;-177;1;0;87;0
40;Freiberufler;verheiratet;Hochschulabschluss;0;-164;0;0;87;0
53;Techniker;verheiratet;Allgemeine Hochschulreife;0;-46;0;0;87;0
38;Angestellter;verheiratet;Mittlere Reife;0;-42;1;0;87;0
45;Servicekraft;geschieden;Allgemeine Hochschulreife;0;-28;0;1;87;0
54;Techniker;geschieden;Allgemeine Hochschulreife;0;0;1;0;87;0
36;Angestellter;verheiratet;Allgemeine Hochschulreife;0;0;1;0;87;0
46;unbekannt;verheiratet;Mittlere Reife;0;0;0;0;87;0
46;unbekannt;verheiratet;Hochschulabschluss;0;0;1;0;87;0
40;Beamter;verheiratet;Allgemeine Hochschulreife;0;0;0;0;87;0
46;Beamter;verheiratet;Allgemeine Hochschulreife;0;0;1;0;87;0
28;Beamter;ledig;Allgemeine Hochschulreife;0;7;1;0;87;0
29;Beamter;ledig;Hochschulabschluss;0;14;0;0;87;0
30;Techniker;geschieden;Hochschulabschluss;0;33;1;0;87;0
29;Angestellter;geschieden;Allgemeine Hochschulreife;0;34;1;0;87;0
33;Angestellter;verheiratet;Allgemeine Hochschulreife;0;35;1;0;87;0
54;Techniker;verheiratet;Allgemeine Hochschulreife;0;65;0;0;87;0
30;unbekannt;verheiratet;Hochschulabschluss;0;94;1;0;87;0
48;Techniker;geschieden;Allgemeine Hochschulreife;0;94;1;0;87;0
32;unbekannt;ledig;Hochschulabschluss;0;124;0;0;87;0
52;Hausgehilfin;geschieden;Allgemeine Hochschulreife;0;131;1;1;87;0
33;unbekannt;verheiratet;Mittlere Reife;0;142;1;0;87;0
36;Techniker;ledig;Allgemeine Hochschulreife;0;144;0;0;87;0
42;Freiberufler;verheiratet;Allgemeine Hochschulreife;0;169;1;0;87;0
34;Servicekraft;verheiratet;Allgemeine Hochschulreife;0;184;1;0;87;0
29;Servicekraft;verheiratet;Allgemeine Hochschulreife;0;191;1;0;87;0
28;Student;ledig;Allgemeine Hochschulreife;0;205;0;0;87;1
32;Angestellter;ledig;Mittlere Reife;0;216;1;0;87;0
30;Servicekraft;ledig;Allgemeine Hochschulreife;0;248;1;0;87;0
52;Angestellter;verheiratet;Allgemeine Hochschulreife;0;266;1;0;87;0
41;unbekannt;verheiratet;Allgemeine Hochschulreife;0;280;1;0;87;1
26;Student;ledig;Hochschulabschluss;0;294;0;0;87;1
33;unbekannt;verheiratet;Hochschulabschluss;0;334;0;0;87;0
30;Servicekraft;ledig;Allgemeine Hochschulreife;0;346;1;0;87;0
57;unbekannt;verheiratet;Hochschulabschluss;0;350;0;0;87;0
43;Angestellter;verheiratet;Mittlere Reife;0;361;1;0;87;0
32;unbekannt;verheiratet;Hochschulabschluss;0;477;1;0;87;0
23;Student;ledig;Allgemeine Hochschulreife;0;486;0;0;87;0
37;Angestellter;verheiratet;Allgemeine Hochschulreife;0;504;1;0;87;0
57;Beamter;verheiratet;Allgemeine Hochschulreife;0;567;1;0;87;0
43;Angestellter;verheiratet;Allgemeine Hochschulreife;0;597;1;0;87;0
51;Freiberufler;verheiratet;Mittlere Reife;0;726;1;1;87;0
43;Angestellter;verheiratet;Allgemeine Hochschulreife;0;917;1;0;87;0
55;Rentner;verheiratet;Allgemeine Hochschulreife;0;918;1;0;87;0
38;unbekannt;verheiratet;Hochschulabschluss;0;1021;0;0;87;0
33;Techniker;verheiratet;Allgemeine Hochschulreife;0;1026;0;0;87;0
48;Beamter;verheiratet;Allgemeine Hochschulreife;0;1060;1;0;87;0
38;Techniker;ledig;Hochschulabschluss;0;1077;1;1;87;0
37;Freiberufler;verheiratet;Allgemeine Hochschulreife;0;1290;0;0;87;0
49;Servicekraft;verheiratet;unbekannt;0;1499;1;0;87;0
43;Arbeitslos;geschieden;Allgemeine Hochschulreife;0;1577;1;0;87;0
29;Techniker;verheiratet;Allgemeine Hochschulreife;0;1697;1;0;87;0
40;Techniker;verheiratet;Hochschulabschluss;0;1759;1;0;87;0
32;Angestellter;verheiratet;Allgemeine Hochschulreife;0;1787;1;0;87;0
30;Servicekraft;ledig;Allgemeine Hochschulreife;0;1846;1;0;87;0
33;Angestellter;ledig;Allgemeine Hochschulreife;0;1925;1;0;87;0
55;unbekannt;verheiratet;Allgemeine Hochschulreife;0;1928;0;0;87;0
36;Angestellter;verheiratet;Allgemeine Hochschulreife;0;1969;1;1;87;0
27;Student;ledig;Allgemeine Hochschulreife;0;2015;0;0;87;0
38;Angestellter;ledig;Allgemeine Hochschulreife;0;2032;1;0;87;0
31;unbekannt;ledig;Allgemeine Hochschulreife;0;2317;0;0;87;0
31;Angestellter;ledig;Mittlere Reife;0;2369;1;0;87;0
40;Arbeitslos;verheiratet;Hochschulabschluss;0;2430;0;0;87;0
44;Angestellter;verheiratet;Allgemeine Hochschulreife;0;3060;1;0;87;0
42;Selbständig;verheiratet;Allgemeine Hochschulreife;0;3211;0;0;87;0
40;Angestellter;verheiratet;Allgemeine Hochschulreife;0;3765;1;0;87;0
37;Beamter;ledig;Hochschulabschluss;0;3954;1;0;87;0
38;Angestellter;ledig;Allgemeine Hochschulreife;0;5133;1;0;87;0
46;Beamter;verheiratet;Allgemeine Hochschulreife;0;7386;0;0;87;0
27;Angestellter;verheiratet;Allgemeine Hochschulreife;0;-330;1;1;88;0
36;unbekannt;geschieden;Hochschulabschluss;0;-1;0;0;88;0
42;unbekannt;verheiratet;Hochschulabschluss;0;0;1;0;88;0
43;Servicekraft;ledig;Allgemeine Hochschulreife;0;0;1;0;88;0
55;Techniker;verheiratet;Allgemeine Hochschulreife;0;0;1;1;88;0
35;Techniker;verheiratet;Hochschulabschluss;0;4;1;0;88;0
36;Freiberufler;verheiratet;Allgemeine Hochschulreife;0;24;1;0;88;0
54;Techniker;verheiratet;Allgemeine Hochschulreife;0;25;1;0;88;0
